utt_0000 | U do‘kondan non sotib oldi. | u do‘kondan non sotib oldi.
utt_0069 | Bosh konsulxonaning ma’lum qilishicha, so‘nggi yillarda xorijda mehnat qilayotgan fuqarolarga munosabat tubdan o‘zgargan, mehnat muhojirlari bilan muloqot yo‘lga qo‘yilgan, ularning muammolarini o‘rganish va hal etishning yangi tizimi joriy etilgan. | bosh konsulxonaning maʻlum qilishicha, so‘nggi yillarda xorijda mehnat qilayotgan fuqarolarga munosabat tubdan o‘zgargan, mehnat muhojirlari bilan muloqot yo‘lga qo‘yilgan, ularning muammolarini o‘rganish va hal etishning yangi tizimi joriy etilgan.
utt_0070 | Tashqi mehnat migratsiyasi jarayonlarini tartibga solish bo‘yicha Germaniya kompaniyalari bilan O‘zbekiston fuqarolarini ushbu mamlakatda mehnat faoliyatini tashkil etish uchun shartnomalar tuzish va qulay shart-sharoitlar yaratish bo‘yicha tizimli ishlar amalga oshirilmoqda. | tashqi mehnat migratsiyasi jarayonlarini tartibga solish bo‘yicha germaniya kompaniyalari bilan o‘zbekiston fuqarolarini ushbu mamlakatda mehnat faoliyatini tashkil etish uchun shartnomalar tuzish va qulay shart-sharoitlar yaratish bo‘yicha tizimli ishlar amalga oshirilmoqda.
utt_0071 | Amalga oshirilayotgan ishlar doirasida diplomatik missiya ko‘magida Germaniyaning HS-Personal kompaniyasi delegatsiyasi O‘zbekistonga tashrif buyurib, Bandlik va mehnat munosabatlari vazirligi huzuridagi Tashqi mehnat migratsiyasi agentligida muzokaralar o‘tkazgan. | amalga oshirilayotgan ishlar doirasida diplomatik missiya ko‘magida germaniyaning hs-personal kompaniyasi delegatsiyasi o‘zbekistonga tashrif buyurib, bandlik va mehnat munosabatlari vazirligi huzuridagi tashqi mehnat migratsiyasi agentligida muzokaralar o‘tkazgan.
utt_0072 | Natijada nemis tilini o‘rgatish va B1 sertifikatini olganlaridan so‘ng, og‘ir avtomashinalar va yo‘lovchi avtobuslari haydovchiligiga, qariyalar uylariga tibbiyot xodimi sifatida, Germaniyadagi ko‘ngilochar bog‘lar, mehmonxonalar va restoranlarga ishga joylashtirish bo‘yicha kelishuvga erishilgan. | natijada nemis tilini o‘rgatish va bbir sertifikatini olganlaridan so‘ng, og‘ir avtomashinalar va yo‘lovchi avtobuslari haydovchiligiga, qariyalar uylariga tibbiyot xodimi sifatida, germaniyadagi ko‘ngilochar bog‘lar, mehmonxonalar va restoranlarga ishga joylashtirish bo‘yicha kelishuvga erishilgan.
utt_0073 | Delegatsiya rahbari Leander Xyuttening so‘zlariga ko‘ra, Germaniya tomoni, shuningdek, Toshkentda nafaqat mehnat migrantlari, balki til o‘rganish istagida bo‘lgan barcha uchun boshlang‘ich A1 dan professional C1 darajasida nemis tilini o‘rgatuvchi markazni ochmoqda. | delegatsiya rahbari leander xyuttening so‘zlariga ko‘ra, germaniya tomoni, shuningdek, toshkentda nafaqat mehnat migrantlari, balki til o‘rganish istagida bo‘lgan barcha uchun boshlang‘ich abir dan professional cbir darajasida nemis tilini o‘rgatuvchi markazni ochmoqda.
utt_0074 | Markaz imtihonlarni qabul qiladi va Yevropa Ittifoqi standartlarida javob beradi Telc sertifikatlarini beradi. | markaz imtihonlarni qabul qiladi va yevropa ittifoqi standartlarida javob beradi telc sertifikatlarini beradi.
utt_0075 | Avvalroq O‘zbekistondan Kanadaga mavsumiy ishchilarni yuborish yo‘lga qo‘yilishi mumkinligi to‘g‘risida xabar berilgandi. | avvalroq o‘zbekistondan kanadaga mavsumiy ishchilarni yuborish yo‘lga qo‘yilishi mumkinligi to‘g‘risida xabar berilgandi.
utt_0076 | Yevropa Kengashi rahbari Donald Tusk O‘zbekistonga bo‘lgan ilk tashrifidan hayratga tushdi. | yevropa kengashi rahbari donald tusk o‘zbekistonga bo‘lgan ilk tashrifidan hayratga tushdi.
utt_0077 | Bu haqda u ijtimoiy tarmoqda izoh qoldirdi, deb yozadi Sputnik. | bu haqda u ijtimoiy tarmoqda izoh qoldirdi, deb yozadi sputnik.
utt_0078 | “Markaziy Osiyo va Yevropaning yuzlab yillar davom etayotgan madaniy, savdo va insoniy aloqalari haqida o‘ylash - bu ajoyib... | markaziy osiyo va yevropaning yuzlab yillar davom etayotgan madaniy, savdo va insoniy aloqalari haqida o‘ylash - bu ajoyib...
utt_0079 | Samarqand esa imperiya poytaxti va yirik savdo markazi bo‘lgan. | samarqand esa imperiya poytaxti va yirik savdo markazi bo‘lgan.
utt_0080 | U o‘sha vaqtdagi London va Rimni qo‘shib hisoblasa ham - ulardan kattaroq bo‘lgan. | u o‘sha vaqtdagi london va rimni qo‘shib hisoblasa ham - ulardan kattaroq bo‘lgan.
utt_0081 | Buni tasavvur qila olasizmi?” - deb yozgan Tusk. | buni tasavvur qila olasizmi? - deb yozgan tusk.
utt_0082 | Eslatib o‘tamiz, Yevropa Kengashi rahbari O‘zbekiston Prezidenti Shavkat Mirziyoyev bilan 31-may kuni uchrashgan edi. | eslatib o‘tamiz, yevropa kengashi rahbari o‘zbekiston prezidenti shavkat mirziyoyev bilan oʻttiz birinchi may kuni uchrashgan edi.
utt_0083 | Bu yil O‘zbekiston va YeI diplomatik munosabatlar o‘rnatganiga 25 to‘ldi. | bu yil o‘zbekiston va yei diplomatik munosabatlar o‘rnatganiga yigirma besh to‘ldi.
utt_0084 | Markaziy banklar avgust oyida oltin sotib olishdan ko‘ra ko‘proq sotdi, deb xabar bermoqda Spot Umumjahon oltin kengashi (WGC) ma’lumotlariga tayanib. | markaziy banklar avgust oyida oltin sotib olishdan ko‘ra ko‘proq sotdi, deb xabar bermoqda spot umumjahon oltin kengashi (wgc) maʻlumotlariga tayanib.
utt_0085 | Shunday qilib har oy to‘planuvchi oltinning bir yarim yillik sikli yakunlandi. | shunday qilib har oy to‘planuvchi oltinning bir yarim yillik sikli yakunlandi.
utt_0086 | Oltin 2019-yil boshida 1500 dollardan biroz oshib, avgust oyining boshida rekord darajagacha - 2072,50 dollarga ko‘tarildi, so‘ngra taxminan 1900 dollarga tushdi. | oltin ikki ming oʻn toʻqqizinchi yil boshida bir ming besh yuz dollardan biroz oshib, avgust oyining boshida rekord darajagacha - ikki ming yetmish ikki butun yuzdan ellik dollarga ko‘tarildi, so‘ngra taxminan bir ming toʻqqiz yuz dollarga tushdi.
utt_0087 | Yevropa va amerikalik investorlar pandemiya davrida kafil sifatida oltin g‘amlab olib, uning narxi ko‘tarilishiga sababchi bo‘lgan. | yevropa va amerikalik investorlar pandemiya davrida kafil sifatida oltin g‘amlab olib, uning narxi ko‘tarilishiga sababchi bo‘lgan.
utt_0088 | Ammo zargarlik buyumlari sotib oluvchilar va markaziy banklar kabi boshqa yirik iste’molchilar tomonidan talab zaif bo‘lgan. | ammo zargarlik buyumlari sotib oluvchilar va markaziy banklar kabi boshqa yirik isteʻmolchilar tomonidan talab zaif bo‘lgan.
utt_0089 | WGC ma’lumotlariga ko‘ra, umumiy hisobda qiymati 2 trillion dollar bo‘lgan taxminan 35 ming tonna oltinni saqlovchi markaziy banklar avgust oyida sotib olinganidan 12,4 tonna ko‘proq oltin sotgan. | wgc maʻlumotlariga ko‘ra, umumiy hisobda qiymati ikki trillion dollar bo‘lgan taxminan oʻttiz besh ming tonna oltinni saqlovchi markaziy banklar avgust oyida sotib olinganidan oʻn ikki butun oʻndan toʻrt tonna ko‘proq oltin sotgan.
utt_0090 | O‘zbekiston esa 31,7 tonna oltin sotgan. | o‘zbekiston esa oʻttiz bir butun oʻndan yetti tonna oltin sotgan.
utt_0091 | Oltinning O‘zbekiston iqtisodiyotidagi o‘rni va ahamiyati Avval xabar berilganidek, oltin eksporti 2020-yil yanvar-avgust oylaridagi O‘zbekiston jami eksport ulushining 50 foizini tashkil etdi. | oltinning o‘zbekiston iqtisodiyotidagi o‘rni va ahamiyati avval xabar berilganidek, oltin eksporti ikki ming yigirmainchi yil yanvar-avgust oylaridagi o‘zbekiston jami eksport ulushining ellik foizini tashkil etdi.
utt_0092 | Pul ekvivalentida mamlakat tomonidan 2020-yilning 8 oyida sotilgan oltin qiymati 5,8 milliard dollarga teng bo‘lgan. | pul ekvivalentida mamlakat tomonidan ikki ming yigirmainchi yilning sakkiz oyida sotilgan oltin qiymati besh butun oʻndan sakkiz milliard dollarga teng bo‘lgan.
utt_0093 | Bu ko‘rsatkich o‘tgan yilning mos davriga nisbatan 47,2 foizga yoki 1,8 milliard dollarga ko‘p. | bu ko‘rsatkich o‘tgan yilning mos davriga nisbatan qirq yetti butun oʻndan ikki foizga yoki bir butun oʻndan sakkiz milliard dollarga ko‘p.
utt_0094 | Besh yildan buyon O‘zbekistonda oltin eksporti o‘sib kelmoqda. | besh yildan buyon o‘zbekistonda oltin eksporti o‘sib kelmoqda.
utt_0095 | Masalan, oltin eksporti 2015-yilda 823,9 million dollarni, 2016-yilda - 738,2 million dollarni, 2017-yilda - 1,6 milliard dollarni, 2018-yilda esa 3,4 milliard dollarni, 2019-yilda esa 4,9 milliard dollarni tashkil etgan. | masalan, oltin eksporti ikki ming oʻn beshinchi yilda sakkiz yuz yigirma uch butun oʻndan toʻqqiz million dollarni, ikki ming oʻn oltinchi yilda - yetti yuz oʻttiz sakkiz butun oʻndan ikki million dollarni, ikki ming oʻn yettinchi yilda - bir butun oʻndan olti milliard dollarni, ikki ming oʻn sakkizinchi yilda esa uch butun oʻndan toʻrt milliard dollarni, ikki ming oʻn toʻqqizinchi yilda esa toʻrt butun oʻndan toʻqqiz milliard dollarni tashkil etgan.
utt_0096 | O‘zbekiston 2020-yilning iyul oyida oltin sotish bo‘yicha dunyoda mutlaq yetakchi bo‘ldi. | o‘zbekiston ikki ming yigirmainchi yilning iyul oyida oltin sotish bo‘yicha dunyoda mutlaq yetakchi bo‘ldi.
utt_0097 | Mamlakat 11,6 tonna oltin sotdi. | mamlakat oʻn bir butun oʻndan olti tonna oltin sotdi.
utt_0098 | Ikkinchi o‘rinni Mo‘g‘uliston 6,1 tonna bilan egallagan. | ikkinchi o‘rinni mo‘g‘uliston olti butun oʻndan bir tonna bilan egallagan.
utt_0099 | Rossiya va Germaniyaning har biri 0,5 tonnadan oltin eksport qilgan. | rossiya va germaniyaning har biri nol butun oʻndan besh tonnadan oltin eksport qilgan.
utt_0100 | Eslatib o‘tamiz, sentabr oyi boshlarida O‘zbekiston oltin-valyuta zaxiralari may oyidan buyon birinchi bor qisqardi. | eslatib o‘tamiz, sentabr oyi boshlarida o‘zbekiston oltin-valyuta zaxiralari may oyidan buyon birinchi bor qisqardi.
utt_0101 | Mamlakatning rasmiy zaxira aktivlari 1-sentabr holatiga ko‘ra, 34,6 milliard dollarni, xalqaro zaxiralar - 33,8 milliard dollarni tashkil etdi. | mamlakatning rasmiy zaxira aktivlari bir-sentabr holatiga ko‘ra, oʻttiz toʻrt butun oʻndan olti milliard dollarni, xalqaro zaxiralar - oʻttiz uch butun oʻndan sakkiz milliard dollarni tashkil etdi.
utt_0102 | O‘zbekiston o‘z oltinlarini faol sotgani pandemiya davriga to‘g‘ri keldi. | o‘zbekiston o‘z oltinlarini faol sotgani pandemiya davriga to‘g‘ri keldi.
utt_0103 | Kapital bozorini rivojlantirish agentligi direktori Otabek Nazirov oltin-valyuta zaxirasini sotib, mablag‘larni mamlakat iqtisodiyotini qutqarishga va ishsizlar soni ortishining oldini olishga yo‘naltirish mumkinligini aytgandi. | kapital bozorini rivojlantirish agentligi direktori otabek nazirov oltin-valyuta zaxirasini sotib, mablag‘larni mamlakat iqtisodiyotini qutqarishga va ishsizlar soni ortishining oldini olishga yo‘naltirish mumkinligini aytgandi.
utt_0104 | Oliy Majlis Senati va “Yuksalish” umummilliy harakati hamkorligida tashkil etilgan jamoatchilik eshituvlari davomida Din ishlari bo‘yicha qo‘mita raisining birinchi o‘rinbosari Muzaffar Komilov Haj va Umra safarlari masalasiga to‘xtalib o‘tdi, deb xabar bermoqda “Gazeta.uz”. | oliy majlis senati va “yuksalish” umummilliy harakati hamkorligida tashkil etilgan jamoatchilik eshituvlari davomida din ishlari bo‘yicha qo‘mita raisining birinchi o‘rinbosari muzaffar komilov haj va umra safarlari masalasiga to‘xtalib o‘tdi, deb xabar bermoqda “gazeta.uz”.
utt_0105 | Muzaffar Komilovning aytishicha, bu Saudiya Arabistonidagi vaziyatga bog‘liq. | muzaffar komilovning aytishicha, bu saudiya arabistonidagi vaziyatga bog‘liq.
utt_0106 | “Saudiya Arabistonida kundan kunga kasallanish holatlari ko‘paymoqda. | saudiya arabistonida kundan kunga kasallanish holatlari ko‘paymoqda.
utt_0107 | Kechagi ma’lumotni olib qarasak, bir kunda aniqlangan holat 600 nafardan oshdi. | kechagi maʻlumotni olib qarasak, bir kunda aniqlangan holat olti yuz nafardan oshdi.
utt_0108 | Aksari Makka va Ar-Riyoz hududiga to‘g‘ri kelyapti. | aksari makka va ar-riyoz hududiga to‘g‘ri kelyapti.
utt_0109 | O‘tgan kuni esa Madina shahrida ko‘proq edi. | o‘tgan kuni esa madina shahrida ko‘proq edi.
utt_0110 | Shu sabab Saudiya Arabistoni to‘liq yopilgan. | shu sabab saudiya arabistoni to‘liq yopilgan.
utt_0111 | Umra dasturlari hammasi to‘xtatilgan”, - degan qo‘mita vakili. | umra dasturlari hammasi to‘xtatilgan, - degan qo‘mita vakili.
utt_0112 | Uning qo‘shimcha qilishicha, safarlarni amalga oshirish masalalari yuzasidan hozirda yozishmalar olib borilmoqda. | uning qo‘shimcha qilishicha, safarlarni amalga oshirish masalalari yuzasidan hozirda yozishmalar olib borilmoqda.
utt_0113 | “Jidda shahridagi konsullikda Haj va Umra ishlari bo‘yicha alohida attashe faoliyat ko‘rsatadi. | jidda shahridagi konsullikda haj va umra ishlari bo‘yicha alohida attashe faoliyat ko‘rsatadi.
utt_0114 | Kecha ham biz ma’lumot oldik. | kecha ham biz maʻlumot oldik.
utt_0115 | Saudiya Arabistoni Ichki ishlar vazirligi bayonotidan kelib chiqsak, ehtimol, agar vaziyat biroz barqarorlashsa, 17-maydan ular ochishi mumkin. | saudiya arabistoni ichki ishlar vazirligi bayonotidan kelib chiqsak, ehtimol, agar vaziyat biroz barqarorlashsa, oʻn yettinchi maydan ular ochishi mumkin.
utt_0116 | Lekin hali ular Sog‘liqni saqlash vazirligining xulosasiga tayangan holda ish ko‘radi”, - degan Muzaffar Komilov. | lekin hali ular sog‘liqni saqlash vazirligining xulosasiga tayangan holda ish ko‘radi, - degan muzaffar komilov.
utt_0117 | Bundan tashqari, ziyorat turizmini rivojlantirish, xorij davlatlari bilan ayni shu masalada hamkorlik qilish borasida amalga oshirilayotgan ishlar haqida ham axborot berilgan. | bundan tashqari, ziyorat turizmini rivojlantirish, xorij davlatlari bilan ayni shu masalada hamkorlik qilish borasida amalga oshirilayotgan ishlar haqida ham axborot berilgan.
utt_0118 | “Oldimizda muborak Ramazon oyi turibdi. | oldimizda muborak ramazon oyi turibdi.
utt_0119 | Turkiyaning TRT telekanali orqali har kuni 15 daqiqadan 20 daqiqagacha bo‘lgan to‘g‘ridan to‘g‘ri efirda O‘zbekistonning ziyoratgohlarining tarixi, bugungi kundagi ahamiyati, islom olamidagi o‘rni haqida ma’lumotlar beriladi. | turkiyaning trt telekanali orqali har kuni oʻn besh daqiqadan yigirma daqiqagacha bo‘lgan to‘g‘ridan to‘g‘ri efirda o‘zbekistonning ziyoratgohlarining tarixi, bugungi kundagi ahamiyati, islom olamidagi o‘rni haqida maʻlumotlar beriladi.
utt_0120 | Efir iftor yoki saharlik mahaliga mo‘ljallanyapti, buni hali kelishyapmiz”, - degan qo‘mita raisining birinchi o‘rinbosari. | efir iftor yoki saharlik mahaliga mo‘ljallanyapti, buni hali kelishyapmiz, - degan qo‘mita raisining birinchi o‘rinbosari.
utt_0121 | Uning aytishicha, Turkiya va boshqa davlatlarining sayyohlari ko‘proq Buxoro viloyatidagi “Yetti pir” majmuasiga qiziqish bildirmoqda. | uning aytishicha, turkiya va boshqa davlatlarining sayyohlari ko‘proq buxoro viloyatidagi “yetti pir” majmuasiga qiziqish bildirmoqda.
utt_0122 | Eslatib o‘tamiz, mart oyida ijtimoiy tarmoqlarda 2021-yilgi Haj mavsumiga ruxsat berilgani, buning uchun ziyoratchilar emlangan bo‘lishi kerakligi to‘g‘risida xabarlar tarqaldi. | eslatib o‘tamiz, mart oyida ijtimoiy tarmoqlarda ikki ming yigirma birinchi yilgi haj mavsumiga ruxsat berilgani, buning uchun ziyoratchilar emlangan bo‘lishi kerakligi to‘g‘risida xabarlar tarqaldi.
utt_0123 | Ushbu masalada Din ishlari bo‘yicha qo‘mita murojaat bilan chiqib, Haj va Umra tadbirlarini tashkil etish bo‘yicha Saudiya Arabistoni hukumati tomonidan hozirga qadar hech qanday rasmiy qaror e’lon qilinmaganini ma’lum qilgandi. | ushbu masalada din ishlari bo‘yicha qo‘mita murojaat bilan chiqib, haj va umra tadbirlarini tashkil etish bo‘yicha saudiya arabistoni hukumati tomonidan hozirga qadar hech qanday rasmiy qaror eʻlon qilinmaganini maʻlum qilgandi.
utt_0124 | Avvalroq Saudiya Arabistoni Haj vazirligi 5-aprel kuni Ramazon oyida COVID-19’ga qarshi emlangan ziyoratchilar uchun muqaddas joylarni ziyorat qilishga ruxsat berishini ma’lum qilgani haqida xabar berilgan edi. | avvalroq saudiya arabistoni haj vazirligi beshinchi aprel kuni ramazon oyida covid-oʻn toʻqqizʻga qarshi emlangan ziyoratchilar uchun muqaddas joylarni ziyorat qilishga ruxsat berishini maʻlum qilgani haqida xabar berilgan edi.
utt_0125 | Saudiya Arabistoni Ramazon oyi munosabati bilan O‘zbekistonga 50 tonna xurmo sovg‘a qildi | saudiya arabistoni ramazon oyi munosabati bilan o‘zbekistonga ellik tonna xurmo sovg‘a qildi.
utt_0126 | Toshkent viloyatining ba’zi hududlarida ta’mirlash ishlari sababli gaz ta’minoti vaqtincha to‘xtatiladi, deya xabar bermoqda “Hududgazta’minot” kompaniyasi. | toshkent viloyatining baʻzi hududlarida taʻmirlash ishlari sababli gaz taʻminoti vaqtincha to‘xtatiladi, deya xabar bermoqda “hududgaztaʻminot” kompaniyasi.
utt_0127 | o'ttizinchi noyabr kuni “Hududgazta’minot” ta’mirlash ishlari tufayli gaz ta’minotida kuzatilayotgan vaqtincha uzilishlar oqibatida yetkazilayotgan noqulayliklar uchun aholi va gaz iste’molchilaridan uzr so‘ragan. | oʻttizinchi noyabr kuni “hududgaztaʻminot” taʻmirlash ishlari tufayli gaz taʻminotida kuzatilayotgan vaqtincha uzilishlar oqibatida yetkazilayotgan noqulayliklar uchun aholi va gaz isteʻmolchilaridan uzr so‘ragan.
utt_0128 | Buxoro davlat universitetiga fuqaroni ishga joylashtirish evaziga pora olgan xodim ushlandi. | buxoro davlat universitetiga fuqaroni ishga joylashtirish evaziga pora olgan xodim ushlandi.
utt_0129 | Bu haqda “Daryo”ga viloyat Milliy gvardiya boshqarmasi axborot xizmati rahbari Murodjon Rahmatullayev ma’lum qildi. | bu haqda “daryo”ga viloyat milliy gvardiya boshqarmasi axborot xizmati rahbari murodjon rahmatullayev maʻlum qildi.
utt_0130 | Ta’kidlanishicha, shofirkonlik fuqaro N.B. | taʻkidlanishicha, shofirkonlik fuqaro n.b.
utt_0131 | bundan bir necha oy ilgari Buxoro davlat universiteti ishchisi G.G‘. | bundan bir necha oy ilgari buxoro davlat universiteti ishchisi g.g‘.
utt_0132 | uni tyutorlik vazifasiga ishga kiritib qo‘yishi evaziga 500 dollar talab qilgan. | uni tyutorlik vazifasiga ishga kiritib qo‘yishi evaziga besh yuz dollar talab qilgan.
utt_0133 | U mazkur summaning 400 dollarini ishga kirguncha va qolgan 100 dollarini ishga joylashtirgandan so‘ng berishini so‘ragan. | u mazkur summaning toʻrt yuz dollarini ishga kirguncha va qolgan bir yuz dollarini ishga joylashtirgandan so‘ng berishini so‘ragan.
utt_0134 | N.B. | n.b.
utt_0135 | huquq-tartibot idoralariga hozirga qadar ishga joylashtirish masalasida fuqaro G.G‘. | huquq-tartibot idoralariga hozirga qadar ishga joylashtirish masalasida fuqaro g.g‘.
utt_0136 | undan 400 dollar olgan bo‘lishiga qaramay, uni aldab kelayotgani va bergan pulini qaytarib bermayotgani yuzasidan ariza bilan murojaat qilgan. | undan toʻrt yuz dollar olgan bo‘lishiga qaramay, uni aldab kelayotgani va bergan pulini qaytarib bermayotgani yuzasidan ariza bilan murojaat qilgan.
utt_0137 | Ariza yuzasidan Milliy gvardiya viloyat bo‘yicha boshqarmasi va Iqtisodiy jinoyatlarga qarshi kurashish departamentining viloyat boshqarmasi xodimlari bilan hamkorlikda tezkor tadbir o‘tkazilgan. | ariza yuzasidan milliy gvardiya viloyat bo‘yicha boshqarmasi va iqtisodiy jinoyatlarga qarshi kurashish departamentining viloyat boshqarmasi xodimlari bilan hamkorlikda tezkor tadbir o‘tkazilgan.
utt_0138 | O‘tkazilgan tadbir davomida G.G‘. | o‘tkazilgan tadbir davomida g.g‘.
